domain,status,strategy,filename,hash,error
plameco-huizen.nl,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://plameco-huizen.nl/
Call log:
  - navigating to ""https://plameco-huizen.nl/"", waiting until ""load""
"
astrazeneca.ca,fail,,,,"APIRequestContext.get: getaddrinfo ENOTFOUND www.astrazeneca.caetc
Call log:
  - → GET https://astrazeneca.ca/etc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: AWSALB=Os/pWeRC2ZSCWW1e+g4t1rDpMXThSlX1c9026n7BwLfH7+Po36aZs8sw83gwfnJtrhKKs/aM/toi110rt3Zf9Vbb5Hb/IaIs4mHWOLPuBrjO5rfi+IEQFFs1njZH; AWSALBCORS=Os/pWeRC2ZSCWW1e+g4t1rDpMXThSlX1c9026n7BwLfH7+Po36aZs8sw83gwfnJtrhKKs/aM/toi110rt3Zf9Vbb5Hb/IaIs4mHWOLPuBrjO5rfi+IEQFFs1njZH; utag_main=v_id:0197e08cbfab0014ef37b98f80d800029001d021007e8$_sn:1$_se:1$_ss:1$_st:1751820809964$ses_id:1751819009964%3Bexp-session$_pn:1%3Bexp-session
  - ← 301 Moved Permanently
    - date: Sun, 06 Jul 2025 16:23:31 GMT
    - content-type: text/html; charset=iso-8859-1
    - content-length: 274
    - connection: keep-alive
    - set-cookie: AWSALB=xZ+33ebNAypjXkWJ5SyOElxDVTMZFUaDwaMasGsOe9N84ICznum2pgIiPsr1Ym4G4PE2//nCanYjyThSO9IV3uH5JQtRhze1rryLF/AN5vijliPr6YKYpeB5GS+J; Expires=Sun, 13 Jul 2025 16:23:31 GMT; Path=/,AWSALBCORS=xZ+33ebNAypjXkWJ5SyOElxDVTMZFUaDwaMasGsOe9N84ICznum2pgIiPsr1Ym4G4PE2//nCanYjyThSO9IV3uH5JQtRhze1rryLF/AN5vijliPr6YKYpeB5GS+J; Expires=Sun, 13 Jul 2025 16:23:31 GMT; Path=/; SameSite=None; Secure
    - server: Apache
    - location: https://www.astrazeneca.caetc/designs/az/img/logo-az-condensed.png
  - → GET https://www.astrazeneca.caetc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
"
mazdaofbedford.com,fail,,,,No logo found
habitatbroward.org,fail,,,,No logo found
aon.lt,success,img-or-favicon,aon.lt_fea9d39f1638256ebc87ce5e5a8ec628.png,fea9d39f1638256ebc87ce5e5a8ec628,
kiaofmurfreesboro.com,fail,,,,No logo found
myplumberca.com,fail,,,,"Page.goto: net::ERR_SSL_VERSION_OR_CIPHER_MISMATCH at https://myplumberca.com/
Call log:
  - navigating to ""https://myplumberca.com/"", waiting until ""load""
"
amnesty.org.ph,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://amnesty.org.ph/
Call log:
  - navigating to ""https://amnesty.org.ph/"", waiting until ""load""
"
toyota-givors.fr,fail,,,,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://toyota-givors.fr/
Call log:
  - navigating to ""https://toyota-givors.fr/"", waiting until ""load""
"
franzcollection.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://franzcollection.com/
Call log:
  - navigating to ""https://franzcollection.com/"", waiting until ""load""
"
bigfootdigital.co.uk,success,img-or-favicon,bigfootdigital.co.uk_bc3df3cac2f4f2ecb84c49f120cfdf81.png,bc3df3cac2f4f2ecb84c49f120cfdf81,
kiacoldlake.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://kiacoldlake.com/"", waiting until ""load""
"
kiaofgrandblanc.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://kiaofgrandblanc.com/
Call log:
  - navigating to ""https://kiaofgrandblanc.com/"", waiting until ""load""
"
azetsconsulting.no,fail,,,,Image fetch failed
aireserv.ca,fail,,,,No logo found
isover.co.kr,fail,,,,No logo found
invisalign.co.kr,fail,,,,Image fetch failed
biolchim.com.br,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://biolchim.com.br/biolchim/wp-content/uploads/2016/09/ico2.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: _fbp=fb.2.1751819102256.165966946852686564; _hjSessionUser_5175157=eyJpZCI6ImU3OTQ1ZjBmLTg4NDgtNTY1MC1iYzAzLTE1OTIyMTJjZGVmNSIsImNyZWF0ZWQiOjE3NTE4MTkxMDI5NzYsImV4aXN0aW5nIjp0cnVlfQ==; _hjSession_5175157=eyJpZCI6IjUyMmM4MWU5LTEwNzAtNDRmYy1iMTk4LTBiYzQ1MTZmZGRkMCIsImMiOjE3NTE4MTkxMDI5NzcsInMiOjEsInIiOjEsInNiIjowLCJzciI6MCwic2UiOjAsImZzIjoxLCJzcCI6MX0=
"
toysrus.de,fail,,,,No logo found
pussyspace.net,success,img-or-favicon,pussyspace.net_fee263e801d6998a6151d60df4b77133.png,fee263e801d6998a6151d60df4b77133,
aon.lv,success,img-or-favicon,aon.lv_fea9d39f1638256ebc87ce5e5a8ec628.png,fea9d39f1638256ebc87ce5e5a8ec628,
kiaofwestburlington.com,fail,,,,No logo found
tbwazim.co.zw,fail,,,,No logo found
duracell.it,success,inline-svg,duracell.it_c0c73214b2c636564a3c57226fa986e8.svg,c0c73214b2c636564a3c57226fa986e8,
ebay.com.tw,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://ebay.com.tw/"", waiting until ""load""
"
vedanta-zincinternational.com,success,inline-svg,vedanta-zincinternational.com_14a9e473bd3c5f6574cca0839ac5aee1.svg,14a9e473bd3c5f6574cca0839ac5aee1,
scoutaerialafrica.com,success,img-or-favicon,scoutaerialafrica.com_78f7a79da1642ea052168956cd630b5f.png,78f7a79da1642ea052168956cd630b5f,
intersport.hr,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://intersport.hr/"", waiting until ""load""
"
aspenpharma.es,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://aspenpharma.es/
Call log:
  - navigating to ""https://aspenpharma.es/"", waiting until ""load""
"
tbwa.com.hk,success,img-or-favicon,tbwa.com.hk_6c1c73ac46732cbe50361ce95a7a5bf5.png,6c1c73ac46732cbe50361ce95a7a5bf5,
wurthcanarias.es,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://wurthcanarias.es/
Call log:
  - navigating to ""https://wurthcanarias.es/"", waiting until ""load""
"
kiaoflumberton.com,fail,,,,No logo found
trulynolenrecife.com.br,success,img-or-favicon,trulynolenrecife.com.br_c67250a2e7cd72cad8261a594739fce4.png,c67250a2e7cd72cad8261a594739fce4,
unicharm.co.in,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://unicharm.co.in/"", waiting until ""load""
"
pepsico.rs,success,inline-svg,pepsico.rs_4227bc140bba4e61ede25ba27e739d67.svg,4227bc140bba4e61ede25ba27e739d67,
worldvisionamericalatina.org,success,img-or-favicon,worldvisionamericalatina.org_d266869a22cc0ebceb39cedbb8387e70.png,d266869a22cc0ebceb39cedbb8387e70,
trulynolenpiaui.com.br,success,img-or-favicon,trulynolenpiaui.com.br_9709a2dfe190addbc7b9cbf378f661cf.png,9709a2dfe190addbc7b9cbf378f661cf,
travelocarbooking.com,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://travelocarbooking.com/
Call log:
  - navigating to ""https://travelocarbooking.com/"", waiting until ""load""
"
mazdaofmilford.com,fail,,,,No logo found
toyotapasongtamo.com,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://www.toyotapasongtamo.com/wp-content/uploads/2022/05/toyota-product-logo-125x106.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
"
plameco.at,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
rubiomonocoat.com.pl,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://rubiomonocoat.com.pl/
Call log:
  - navigating to ""https://rubiomonocoat.com.pl/"", waiting until ""load""
"
isover.ie,fail,,,,No logo found
ringcontainers.co.uk,fail,,,,Image fetch failed
renaultpatria.com.mx,success,inline-svg,renaultpatria.com.mx_016061f67428406b1af60acf56ab8a9f.svg,016061f67428406b1af60acf56ab8a9f,
bluecardagency.ru,success,img-or-favicon,bluecardagency.ru_fa56c826d1f7f39f363b1de660728b1e.svg,fa56c826d1f7f39f363b1de660728b1e,
pepsico.es,success,inline-svg,pepsico.es_6ce9f4c2ecec861fec504b679c00d833.svg,6ce9f4c2ecec861fec504b679c00d833,
mazdademagog.com,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
kiaofbillings.com,fail,,,,No logo found
reedglobal.com.tr,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
nissanofthebronx.com,fail,,,,No logo found
duracell.co.za,success,inline-svg,duracell.co.za_c0c73214b2c636564a3c57226fa986e8.svg,c0c73214b2c636564a3c57226fa986e8,
crif.sk,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://crif.sk/"", waiting until ""load""
"
santanderuniversidades.com.mx,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://santanderuniversidades.com.mx/"", waiting until ""load""
"
hansa-flex.be,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://hansa-flex.be/
Call log:
  - navigating to ""https://hansa-flex.be/"", waiting until ""load""
"
pepsico.co.it,success,inline-svg,pepsico.co.it_4227bc140bba4e61ede25ba27e739d67.svg,4227bc140bba4e61ede25ba27e739d67,
sonepar.pe,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sonepar.pe/
Call log:
  - navigating to ""https://sonepar.pe/"", waiting until ""load""
"
mazdadesherbrooke.com,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
kiaofcoatesville.com,fail,,,,No logo found
astrazeneca.pt,fail,,,,"APIRequestContext.get: getaddrinfo ENOTFOUND www.astrazeneca.ptetc
Call log:
  - → GET https://astrazeneca.pt/etc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: AWSALB=WaIQ5j0Ucu+t+WtBDHP5WdzTRmFNRS2g5XHc8FlUq6KOcMGmCubT7RRswUx8e4iL2FUm4k8MUFSMynTPeFLgWfJIQHWlXDbHRcqYT8M+UEPmWPlykDhHy/ulh0Fr; AWSALBCORS=WaIQ5j0Ucu+t+WtBDHP5WdzTRmFNRS2g5XHc8FlUq6KOcMGmCubT7RRswUx8e4iL2FUm4k8MUFSMynTPeFLgWfJIQHWlXDbHRcqYT8M+UEPmWPlykDhHy/ulh0Fr; utag_main=v_id:0197e092e556000c4b4f53cd9a3a00029001b021007e8$_sn:1$_se:1$_ss:1$_st:1751821212823$ses_id:1751819412823%3Bexp-session$_pn:1%3Bexp-session
  - ← 301 Moved Permanently
    - date: Sun, 06 Jul 2025 16:30:14 GMT
    - content-type: text/html; charset=iso-8859-1
    - content-length: 274
    - connection: keep-alive
    - set-cookie: AWSALB=arKILvJTDcQDAZlaBQ964z+76sqnZ+Q+5E4CmfzKNgTScdX12f3ct/4AdIBx7JFHn8xs3l16RiLg5jSQSWUsnj6AAdevBmSPP4hRfPxBqXJwY4F/Q41p+mBJaZIw; Expires=Sun, 13 Jul 2025 16:30:14 GMT; Path=/,AWSALBCORS=arKILvJTDcQDAZlaBQ964z+76sqnZ+Q+5E4CmfzKNgTScdX12f3ct/4AdIBx7JFHn8xs3l16RiLg5jSQSWUsnj6AAdevBmSPP4hRfPxBqXJwY4F/Q41p+mBJaZIw; Expires=Sun, 13 Jul 2025 16:30:14 GMT; Path=/; SameSite=None; Secure
    - server: Apache
    - location: https://www.astrazeneca.ptetc/designs/az/img/logo-az-condensed.png
  - → GET https://www.astrazeneca.ptetc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
"
jdm.com.pe,success,img-or-favicon,jdm.com.pe_ed09b23a895b42ccf739f8564de24a7c.svg,ed09b23a895b42ccf739f8564de24a7c,
stanbicbank.co.ke,fail,,,,"Page.goto: net::ERR_SSL_VERSION_OR_CIPHER_MISMATCH at https://stanbicbank.co.ke/
Call log:
  - navigating to ""https://stanbicbank.co.ke/"", waiting until ""load""
"
wurth.es,fail,,,,No logo found
mitsubishielevator.co.kr,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://mitsubishielevator.co.kr/
Call log:
  - navigating to ""https://mitsubishielevator.co.kr/"", waiting until ""load""
"
mazdaoflodi.com,fail,,,,No logo found
kiaofmuncie.com,fail,,,,No logo found
amway.ca,fail,,,,Image fetch failed
sonepar.hu,fail,,,,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://sonepar.hu/
Call log:
  - navigating to ""https://sonepar.hu/"", waiting until ""load""
"
avonworldwide.com,success,img-or-favicon,avonworldwide.com_75e6710dc533884649a50aae71a8ca66.ico,75e6710dc533884649a50aae71a8ca66,
starkey.com.co,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://starkey.com.co/-/media/International/US/Images/global/starkey-logo.svg
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: dtCookie=v_4_srv_3_sn_53E2324505AA41290AAF5CB54AE55788_perc_100000_ol_0_mul_1_app-3A4b23167f65ae0805_1_rcs-3Acss_0; rxVisitor=1751819463088OCOUDUJ2BAL21FFQ8H9KLGEG3JSOTEIF; dtSa=-; CONSENTMGR=c1:0%7Cc2:0%7Cc3:0%7Cc4:0%7Cc5:0%7Cc6:0%7Cc7:0%7Cc8:0%7Cc9:0%7Cc10:0%7Cc11:0%7Cc12:0%7Cc13:0%7Cc14:0%7Cc15:0%7Cc16:0%7Cts:1751819463265%7Cconsent:false; utag_main=v_id:0197e093aa6300204046abfe8b1000029001b021007e8$_sn:1$_se:1$_ss:1$_st:1751821263268$ses_id:1751819463268%3Bexp-session$_pn:1%3Bexp-session; rxvt=1751821267789|1751819463089; dtPC=3$419463086_87h-vWJVMQUVHMWOUTBPLUHOPKFLJKJAMMTCK-0e0
"
renaultdelsol.com.mx,success,inline-svg,renaultdelsol.com.mx_016061f67428406b1af60acf56ab8a9f.svg,016061f67428406b1af60acf56ab8a9f,
adra.ca,success,img-or-favicon,adra.ca_3508cbc9abe5ff672ed89fbdab363f71.svg,3508cbc9abe5ff672ed89fbdab363f71,
pamline.fr,fail,,,,No logo found
veolia.co.uk,fail,,,,No logo found
pepsico.ua,success,inline-svg,pepsico.ua_4227bc140bba4e61ede25ba27e739d67.svg,4227bc140bba4e61ede25ba27e739d67,
solatube.no,success,img-or-favicon,solatube.no_bc6e056f4d750dba3226cc9a1b372d0a.png,bc6e056f4d750dba3226cc9a1b372d0a,
tapflo.by,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://tapflo.by/
Call log:
  - navigating to ""https://tapflo.by/"", waiting until ""load""
"
medef-htcis.com,fail,,,,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://medef-htcis.com/
Call log:
  - navigating to ""https://medef-htcis.com/"", waiting until ""load""
"
mitsubishielectric.com.cn,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://mitsubishielectric.com.cn/
Call log:
  - navigating to ""https://mitsubishielectric.com.cn/"", waiting until ""load""
"
kiaprimavera.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://kiaprimavera.com/
Call log:
  - navigating to ""https://kiaprimavera.com/"", waiting until ""load""
"
pmcorp.mx,success,img-or-favicon,pmcorp.mx_2d8a389db528ce2d8197665a42fb5248.png,2d8a389db528ce2d8197665a42fb5248,
pepsico.pt,success,inline-svg,pepsico.pt_6ce9f4c2ecec861fec504b679c00d833.svg,6ce9f4c2ecec861fec504b679c00d833,
indianmotorcycle.com.ar,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://indianmotorcycle.com.ar/"", waiting until ""load""
"
manpowergroup.ch,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://manpowergroup.ch/
Call log:
  - navigating to ""https://manpowergroup.ch/"", waiting until ""load""
"
microbit.nl,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://microbit.nl/
Call log:
  - navigating to ""https://microbit.nl/"", waiting until ""load""
"
thegoodlobby.fr,fail,,,,No logo found
aiesec.org.rs,fail,,,,"Page.goto: net::ERR_CERT_DATE_INVALID at https://aiesec.org.rs/
Call log:
  - navigating to ""https://aiesec.org.rs/"", waiting until ""load""
"
engie.com.au,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
pepsico.com.br,success,inline-svg,pepsico.com.br_4227bc140bba4e61ede25ba27e739d67.svg,4227bc140bba4e61ede25ba27e739d67,
shimadzu.com.cn,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://shimadzu.com.cn/
Call log:
  - navigating to ""https://shimadzu.com.cn/"", waiting until ""load""
"
altriusconsulting.com,success,img-or-favicon,altriusconsulting.com_2366e2603ceffbb40899c84fdd580c5b.png,2366e2603ceffbb40899c84fdd580c5b,
shimadzu.co.kr,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://shimadzu.co.kr/
Call log:
  - navigating to ""https://shimadzu.co.kr/"", waiting until ""load""
"
acuraoframsey.com,fail,,,,No logo found
soneparusa.com,fail,,,,No logo found
seiban.com,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://seiban.com/
Call log:
  - navigating to ""https://seiban.com/"", waiting until ""load""
"
entergynewsroom.com,fail,,,,"Page.goto: net::ERR_SSL_VERSION_OR_CIPHER_MISMATCH at https://entergynewsroom.com/
Call log:
  - navigating to ""https://entergynewsroom.com/"", waiting until ""load""
"
gs1tn.org,success,img-or-favicon,gs1tn.org_89f0e434bdb6a990148678016e17f789.png,89f0e434bdb6a990148678016e17f789,
entergy-nuclear.com,success,img-or-favicon,entergy-nuclear.com_c8f2051e6213e93311f48c9191435c2c.png,c8f2051e6213e93311f48c9191435c2c,
mcdonalds-mcdelivery.es,success,img-or-favicon,mcdonalds-mcdelivery.es_6f8996eb0cb0e61e5e11e9472c6f4b4b.png,6f8996eb0cb0e61e5e11e9472c6f4b4b,
savethechildren.org.uk,success,img-or-favicon,savethechildren.org.uk_03b17244c817a8b40181e2e350d8e464.svg,03b17244c817a8b40181e2e350d8e464,
overheaddoorsrichmond.com,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
toyota-magny.fr,fail,,,,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://toyota-magny.fr/
Call log:
  - navigating to ""https://toyota-magny.fr/"", waiting until ""load""
"
toyotamacau.com,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://toyotamacau.com/
Call log:
  - navigating to ""https://toyotamacau.com/"", waiting until ""load""
"
zenithplasticsurgery.com,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
isover.at,fail,,,,No logo found
duracell.fr,success,inline-svg,duracell.fr_c0c73214b2c636564a3c57226fa986e8.svg,c0c73214b2c636564a3c57226fa986e8,
medeforne.fr,fail,,,,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://medeforne.fr/
Call log:
  - navigating to ""https://medeforne.fr/"", waiting until ""load""
"
canon-its.co.jp,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://canon-its.co.jp/"", waiting until ""load""
"
mitsubishi-motors.com.ar,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://mitsubishi-motors.com.ar/"", waiting until ""load""
"
isover.be,fail,,,,No logo found
lamborghini-rotterdam.nl,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://lamborghini-rotterdam.nl/"", waiting until ""load""
"
spitexrl.ch,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://spitexrl.ch/
Call log:
  - navigating to ""https://spitexrl.ch/"", waiting until ""load""
"
holidayland-bruchkoebel.de,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://holidayland-bruchkoebel.de/
Call log:
  - navigating to ""https://holidayland-bruchkoebel.de/"", waiting until ""load""
"
mtn.ng,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://mtn.ng/"", waiting until ""load""
"
toyotacommonwealth.com,fail,,,,"Page.goto: net::ERR_CERT_DATE_INVALID at https://toyotacommonwealth.com/
Call log:
  - navigating to ""https://toyotacommonwealth.com/"", waiting until ""load""
"
amway.com.do,fail,,,,Image fetch failed
uxbistart.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://uxbistart.com/"", waiting until ""load""
"
brother.cn,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://brother.cn/"", waiting until ""load""
"
trulynolenbarueri.com.br,success,img-or-favicon,trulynolenbarueri.com.br_c67250a2e7cd72cad8261a594739fce4.png,c67250a2e7cd72cad8261a594739fce4,
wuerth.my,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://wuerth.my/
Call log:
  - navigating to ""https://wuerth.my/"", waiting until ""load""
"
sonepar.co,fail,,,,No logo found
kynixsemiconductor.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://kynixsemiconductor.com/"", waiting until ""load""
"
dhirajsonsonline.com,fail,,,,No logo found
digi-intl.co.jp,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://digi-intl.co.jp/"", waiting until ""load""
"
norauto-empleo.es,fail,,,,No logo found
papajohns.com.tr,fail,,,,No logo found
aonassurances.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://aonassurances.com/"", waiting until ""load""
"
duracleanservices.net,fail,,,,No logo found
papajohns.com.pk,fail,,,,No logo found
toyota-lyonsud.fr,fail,,,,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://toyota-lyonsud.fr/
Call log:
  - navigating to ""https://toyota-lyonsud.fr/"", waiting until ""load""
"
shimadzumea.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://shimadzumea.com/
Call log:
  - navigating to ""https://shimadzumea.com/"", waiting until ""load""
"
toyota.com.np,success,inline-svg,toyota.com.np_c467b97f0af9857f3c0f745d1c64452b.svg,c467b97f0af9857f3c0f745d1c64452b,
ampersand-world.com,fail,,,,Image fetch failed
advantisengineering.com,success,img-or-favicon,advantisengineering.com_c3715ce8faabdc4e00b3ab84d39f2011.png,c3715ce8faabdc4e00b3ab84d39f2011,
zkteco-ao.com,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://zkteco-ao.com/
Call log:
  - navigating to ""https://zkteco-ao.com/"", waiting until ""load""
"
